n_strands,beta_fraction,radial_cv,beta_radial_score,central_pore_score,propeller_score,accession
3,0.13157894736842105,0.5,0.0,0.053515752051831594,0.0,Q99942
2,0.05154639175257732,0.5,0.0,0.2231134694492353,0.0,Q9BTE7
0,0.0,0.5,0.0,0.1189250291069864,0.0,Q9BTT4
2,0.06896551724137931,0.5,0.0,0.3977058653757846,0.0,Q9BUL5
28,0.4556213017751479,0.3175741136074066,14.835994411770127,0.33357114845650193,4.948859694428406,Q9BUR4
22,0.22538293216630198,0.2660590708255768,12.921909889667088,0.4903968403255233,6.336863780863871,Q9BUZ4
6,0.21367521367521367,0.08091452717781067,5.103519577119777,0.27606827233700154,1.4089198324935217,Q9BV68
17,0.20412844036697247,0.5036576390266418,6.208368040530655,0.09605798379627276,0.5963633166385913,Q9BVG3
9,0.06851311953352769,0.18200166523456573,6.253999923897816,0.13409005866556323,0.8385992166898861,Q9BVR0
0,0.0,0.5,0.0,0.34699337263369584,0.0,Q9BW61
4,0.06643356643356643,0.5,0.0,0.12618534742583498,0.0,Q9BWF2
7,0.22325581395348837,0.14283950626850128,5.260526603741971,0.29431224699044006,1.5482374051002876,Q9BQ13
11,0.11358024691358025,0.4399525225162506,4.563045291744194,0.0483417921548488,0.22058578708665924,Q99728
20,0.17165354330708663,0.1551303267478943,14.665116112485844,0.2109793215384439,3.094036247694765,Q96ME1
15,0.42402826855123676,0.3090178370475769,8.0850326147778,0.11743907003546994,0.9494987114859488,Q96PX1
5,0.1326530612244898,0.5,0.0,0.13708816567186533,0.0,Q96MG7
9,0.1872791519434629,0.3216531574726105,4.729967173380163,0.11376061435987829,0.5380839715457842,Q96MG8
7,0.20093457943925233,0.13793671131134033,5.312362897736555,0.2589825492344744,1.3758092857144524,Q96MP8
0,0.007326007326007326,0.5,0.0,0.05512886819564255,0.0,Q96MT1
5,0.17551020408163265,0.5,0.0,0.12690072019950036,0.0,Q96MU7
2,0.06053268765133172,0.5,0.0,0.04593058971495964,0.0,Q96NS5
5,0.10052910052910052,0.5,0.0,0.05733979703790149,0.0,Q96P09
14,0.225531914893617,0.549285888671875,4.6668557233431205,0.019288342587582025,0.09001591199866002,Q96PM5
23,0.24149108589951376,0.18657825887203217,15.836821417855715,0.18776246973913063,2.9735607022341495,Q96PU4
28,0.2789473684210526,0.318578839302063,14.806212135227522,0.15371968846412867,2.276006316760976,Q96PU5
17,0.2875457875457875,0.5388837456703186,5.786026882753673,0.05917064858406413,0.34236296337736566,Q96Q07
13,0.33620689655172414,0.34041088819503784,6.580610887486924,0.10319758965723459,0.6791031820608059,Q99619
0,0.0,0.5,0.0,0.15485714825427102,0.0,Q96Q27
12,0.175,0.780631959438324,2.518447728339013,0.30444470155246955,0.7667280670296658,Q96QT6
5,0.08260869565217391,0.5,0.0,0.2421845044319048,0.0,Q96RE7
8,0.1953125,0.4495461881160736,3.255510716319233,0.21715397192225733,0.7069470826841946,Q96RU8
33,0.3512476007677543,0.5793517827987671,10.358464337456489,0.13539838107211088,1.4025193016848043,Q96S15
6,0.22702702702702704,0.1608325093984604,4.349645947597041,0.18789000570699002,0.817255001917394,Q96S21
13,0.17647058823529413,0.3556409478187561,6.383186740907907,0.16941997877417936,1.0814393621562406,Q96S59
9,0.28502415458937197,0.1577405333518982,6.564940934157573,0.1299104884760856,0.85285468357306,Q96SI1
22,0.25691056910569104,0.2074224203824997,14.529740424030313,0.15492943501691173,2.2510844748373997,Q96T88
8,0.16666666666666666,0.29633304476737976,4.422810935205036,0.2385361845139874,1.0550004453105497,Q99496
5,0.07983193277310924,0.5,0.0,0.19480968842439042,0.0,Q96BF6
5,0.09803921568627451,0.5,0.0,0.334073950945954,0.0,Q96A37
16,0.35177865612648224,0.37999674677848816,7.482711517836316,0.08280788988158365,0.6196275513846473,Q96BD6
31,0.35714285714285715,0.6243173480033875,8.893783134815463,0.05633204369301229,0.5010049801466004,Q8NHY2
4,0.1590909090909091,0.5,0.0,0.16056123922150242,0.0,Q8NEA4
12,0.18269230769230768,0.5648210644721985,3.877786576354793,0.08284031656913592,0.3212370675727768,Q8NEA9
20,0.10303030303030303,0.11900320649147034,15.763952727591331,0.12559831078378172,1.9799258338608596,Q8NEE6
13,0.20376175548589343,0.2982185482978821,7.160016324054052,0.10062883630565847,0.7205041106190777,Q8NEG5
17,0.3132183908045977,0.2696787118911743,9.913088158912668,0.2293392295777575,2.2734600011014217,Q8NEZ5
29,0.3215613382899628,0.6568976044654846,7.795141235343724,0.1964533255425369,1.5313814187570338,Q8NFY9
18,0.1116751269035533,0.36664560437202454,8.64585961523084,0.09013403917490295,0.779286249259928,Q8NFZ0
16,0.2073732718894009,0.43490663170814514,6.704476642138815,0.22117361559277068,1.4828533395991201,Q8NG06
3,0.14,0.5,0.0,0.2785394223136009,0.0,Q8NG27
5,0.20238095238095238,0.5,0.0,0.27546558496485823,0.0,Q8NHG8
24,0.15514993481095177,0.3127848505973816,12.838957830941695,0.1864170804038793,2.393401034272674,Q8NHM5
0,0.0,0.5,0.0,0.5409875664732767,0.0,Q8NHZ8
0,0.0,0.5,0.0,0.19782919332523993,0.0,Q96B49
10,0.29880478087649404,0.3254657983779907,5.215596670731726,0.07132814150100143,0.3720188173421045,Q8NI29
16,0.20535714285714285,0.470456600189209,6.244340427215688,0.14675605315322215,0.9163947556432794,Q8TB52
23,0.32113821138211385,0.42596492171287537,9.811590319356355,0.048540426427426994,0.4762587780327721,Q8TBB1
10,0.13636363636363635,0.4008611738681793,4.485557294736118,0.047511858677625265,0.21311716427789354,Q8TC41
4,0.06923076923076923,0.5,0.0,0.15296131727980145,0.0,Q8TCJ0
2,0.0875,0.5,0.0,0.08517897697765127,0.0,Q8TCQ1
27,0.30363636363636365,0.2796359360218048,15.433878472009669,0.37476379163411716,5.784058815790518,Q8TDB6
28,0.36705882352941177,0.32023733854293823,14.757181314588347,0.21682201472065504,3.1996817842270504,Q8TEB1
10,0.23741007194244604,0.4353216886520386,4.186820920199723,0.17742938943682313,0.7428650795523547,Q8TEB7
15,0.3386454183266932,0.19733381271362305,10.108559858698321,0.3714468105782339,3.754792319052654,Q8TEC5
20,0.3580645161290323,0.21976886689662933,12.886684123584187,0.31883731474397076,4.108755761917342,Q8TEJ3
0,0.11666666666666667,0.5,0.0,0.3374258943288118,0.0,Q8NE65
3,0.2235294117647059,0.5,0.0,0.30180551074379286,0.0,Q8ND25
0,0.0,0.5,0.0,0.14089192543194673,0.0,Q8ND24
19,0.5918367346938775,0.3810388743877411,8.86721910621576,0.11093821067672327,0.9837134213220298,Q8NCT1
4,0.08450704225352113,0.5,0.0,0.25761638664380637,0.0,Q8N6D2
2,0.4634146341463415,0.5,0.0,0.4829918130799312,0.0,Q8N726
27,0.39285714285714285,0.3233157992362976,14.142794439966607,0.15493457353162077,2.191207825101604,Q8N7A1
15,0.2386058981233244,0.6881834268569946,3.787413557179942,0.17357758623223962,0.6574101033185548,Q8N7C3
10,0.27165354330708663,0.4342498779296875,4.195805505643974,0.14219187938302646,0.5966094703731663,Q8N7C7
3,0.19,0.5,0.0,0.21892847793025316,0.0,Q8N7E2
9,0.2177121771217712,0.3316136300563812,4.636674085136252,0.15186850026294865,0.7041647395177221,Q8N7H5
6,0.11224489795918367,0.31647053360939026,3.186166283340406,0.05800564385121896,0.18481562668220558,Q8N806
4,0.1188118811881188,0.5,0.0,0.19572511464024042,0.0,Q8N8N0
3,0.02403204272363151,0.5,0.0,0.04664527463773875,0.0,Q8N961
10,0.2271062271062271,0.4603479206562042,3.9824183153006154,0.12554035342905606,0.49995420280518527,Q8N9I9
14,0.1927710843373494,0.7359269857406616,3.2129944672194513,0.05466163538066733,0.17562753204725115,Q8N9V2
27,0.42298850574712643,0.6170839667320251,7.859075137556578,0.10418029248782175,0.8187607465144123,Q8N9V3
0,0.023809523809523808,0.5,0.0,0.1810259260300192,0.0,Q8NA82
4,0.05660377358490566,0.5,0.0,0.08256262448441606,0.0,Q8NAA5
28,0.2735191637630662,0.7060081362724304,6.822242551202154,0.2134497617684962,1.4562060472809977,Q8NAB2
27,0.30666666666666664,0.6445066332817078,7.439648472738386,0.13844960673021625,1.0300164052616836,Q8NBE8
0,0.009345794392523364,0.5,0.0,0.1280001586826727,0.0,Q8NBM4
11,0.29959514170040485,0.5092738270759583,3.9723093214687886,0.10792700292005859,0.4287194397375379,Q8NC42
6,0.3480392156862745,0.09026137739419937,5.009002104101902,0.19097766316518486,0.9566075166308753,Q8NC69
1,0.018867924528301886,0.5,0.0,0.46450732991020854,0.0,Q8NCN4
4,0.16145833333333334,0.5,0.0,0.3252051608760538,0.0,Q8NCP5
19,0.4155844155844156,0.3015923500061035,10.394265700727601,0.08562699313358392,0.8900297177848492,Q8NCQ5
0,0.0,0.5,0.0,0.23743504962168888,0.0,Q8TEL6
10,0.11224489795918367,0.34168824553489685,5.049092892596212,0.056760205946056234,0.28658755242452977,Q8TF61
1,0.012915129151291513,0.5,0.0,0.0898846013662522,0.0,Q8WU17
27,0.4689265536723164,0.3169972896575928,14.322651237640962,0.2647678411079482,3.7921774471322798,Q92466
2,0.04854368932038835,0.5,0.0,0.15182289818489458,0.0,Q92564
0,0.0,0.5,0.0,0.045470927251518835,0.0,Q92574
0,0.0,0.5,0.0,0.242248870790031,0.0,Q92624
9,0.15503875968992248,0.5464197993278503,3.0173681522855835,0.16037211562192616,0.4839017141922613,Q92630
27,0.45179063360881544,0.26408207416534424,15.921536947323013,0.32911971862965217,5.240091760254561,Q92834
0,0.0,0.5,0.0,0.08185950665223239,0.0,Q92990
23,0.07670182166826463,0.4851568341255188,8.71617546003851,0.2290965844671714,1.996846027511399,Q93008
10,0.06429548563611491,0.3957272171974182,4.53185187596509,0.09765114450213662,0.442540522402146,Q93034
1,0.0034873583260680036,0.5,0.0,0.10022736279361595,0.0,Q93074
32,0.3936842105263158,0.3007969558238983,17.534002419438558,0.09372068521508242,1.6432987213126946,Q969H0
4,0.08866995073891626,0.5,0.0,0.2455127209461766,0.0,Q969K3
8,0.08256880733944955,0.2670023441314697,4.6900200308391184,0.16937143696641074,0.7943554320244716,Q969K4
4,0.12738853503184713,0.5,0.0,0.19710174278189008,0.0,Q969M7
4,0.07142857142857142,0.5,0.0,0.1810764958121766,0.0,Q969P5
7,0.07342657342657342,0.17981506884098053,4.885540925863684,0.16321757831843414,0.7974061586950711,Q969Q1
4,0.152317880794702,0.5,0.0,0.26662150029072873,0.0,Q969T4
26,0.4144736842105263,0.2672007083892822,15.23651913938244,0.11269136037882123,1.7170240692549537,Q969U6
14,0.32142857142857145,0.5933818221092224,4.272903981363172,0.13519697474467432,0.5776836916547752,Q969V5
15,0.35390946502057613,0.36171653866767883,7.276260944674581,0.09808708811905865,0.7137072484575606,Q96A44
5,0.16326530612244897,0.5,0.0,0.11963316001165417,0.0,Q96A61
31,0.1811764705882353,0.4566286504268646,12.437671652946655,0.032460871399140785,0.40373766003104017,Q96AX9
4,0.17692307692307693,0.5,0.0,0.32525926867949406,0.0,Q96B02
0,0.0,0.5,0.0,0.12218282624238504,0.0,Q96B23
4,0.13055555555555556,0.5,0.0,0.27369159723296277,0.0,Q92541
5,0.09268292682926829,0.5,0.0,0.2193870639175413,0.0,Q8WZ73
5,0.15343915343915343,0.5,0.0,0.1251162960165892,0.0,Q8WUJ0
28,0.2807971014492754,0.7684876322746277,6.020854818242223,0.17305387687780432,1.0419322684152246,Q8WZ60
30,0.4854111405835544,0.45487985014915466,12.078628863215823,0.12424035857124346,1.5006531810149046,Q8WV16
5,0.14957264957264957,0.5,0.0,0.08444144462166903,0.0,Q8WV22
18,0.23095238095238096,0.5584542155265808,5.89122129546802,0.1832049217089315,1.0793007362062086,Q8WV44
10,0.42657342657342656,0.27210211753845215,5.803033847307124,0.12516393623611832,0.7263305584403853,Q8WVC0
4,0.0851063829787234,0.5,0.0,0.2120065940042199,0.0,Q8WVD3
3,0.15343915343915343,0.5,0.0,0.17138650891203253,0.0,Q8WVD5
10,0.2347417840375587,0.3521731495857239,4.9443167903595295,0.10484810691961188,0.5184022554800483,Q8WVF5
8,0.15705128205128205,0.18487709760665894,5.527233098487541,0.25399998659700274,1.4039171329343452,Q8WVN8
10,0.2813688212927757,0.4338914155960083,4.198814660650246,0.0924773970336907,0.3882954504438341,Q8WVZ7
27,0.30754716981132074,0.666792094707489,7.1153375795213885,0.2361419726546543,1.6802298521319738,Q8WVZ9
8,0.22549019607843138,0.576315701007843,2.526437328201863,0.3059489762518394,0.7729609141277924,Q8WWF5
9,0.11185682326621924,0.17077505588531494,6.396010685127393,0.2495517497786107,1.5961356580762314,Q8WWI1
0,0.0,0.5,0.0,0.10849855557877627,0.0,Q8WWX0
0,0.0,0.5,0.0,0.08505287926590055,0.0,Q8WXH4
7,0.1971153846153846,0.3057640790939331,3.7976482397475233,0.07345588694791262,0.2789596197668334,Q8WXH5
6,0.23369565217391305,0.19592292606830597,4.054849682006288,0.09136969938331288,0.3704903964894363,Q8WXH6
0,0.0,0.5,0.0,0.11019818744421729,0.0,Q8WXI3
0,0.0,0.5,0.0,0.19744338704601402,0.0,Q8WXJ9
0,0.0,0.5,0.0,0.19126597749603205,0.0,Q8WXK1
0,0.015444015444015444,0.5,0.0,0.1532559970342516,0.0,Q8WXK3
0,0.0,0.5,0.0,0.14839992019813647,0.0,Q8WXK4
17,0.23622047244094488,0.37424787878990173,8.042319901049169,0.05533604007513897,0.4450301363415444,Q8WY64
10,0.2413793103448276,0.4965432286262512,3.704316034900681,0.29269424014553036,1.0842319670941587,Q8WZ19
6,0.10486891385767791,0.20676088333129883,3.967902837340362,0.09299906412106025,0.3690112503959532,Q9BWX1
7,0.0749185667752443,0.22794033586978912,4.437226314596967,0.10726034352833419,0.47593841881663496,Q9BZY9
15,0.24941176470588236,0.6895229816436768,3.777280241453296,0.14820306748249326,0.5598045185243913,Q9BX70
14,0.10741687979539642,0.29100459814071655,7.822843702956752,0.3004133695084045,2.350086835942842,Q9UKC9
18,0.2087912087912088,0.5201908946037292,6.359755725592413,0.10961239551330419,0.6971080599616364,Q9UDY6
33,0.3075684380032206,0.23480570316314697,20.633091184383737,0.01586625297152948,0.3273698443160672,Q9UDY8
13,0.11436170212765957,0.3238323926925659,6.80246177278617,0.3005964173442776,2.044795638020926,Q9UF56
27,0.26306306306306304,0.7884889841079712,5.578159580959155,0.09886787151805479,0.5515007647574761,Q9UH77
14,0.15367483296213807,0.4933362901210785,5.219411986959251,0.08734146473975543,0.45587108802125825,Q9UH90
2,0.03463203463203463,0.5,0.0,0.3209359434480744,0.0,Q9UHC7
33,0.2041942604856512,0.6677525639533997,8.679834256005279,0.08363645994684514,0.7259506100976398,Q9UII4
0,0.0,0.5,0.0,0.1309951739482591,0.0,Q9UJ41
5,0.16216216216216217,0.5,0.0,0.13328980894535525,0.0,Q9UJ55
27,0.2805755395683453,0.7924050688743591,5.534641133830075,0.21515413180949877,1.1908009080263495,Q9UJP4
13,0.10626702997275204,0.3191911578178406,6.865899391799697,0.25342992681369336,1.740024380373979,Q9UJT9
31,0.29482758620689653,0.37813740968704224,14.551766353439273,0.189262096027446,2.7540978009535815,Q9UJV3
0,0.0,0.5,0.0,0.2424752435205845,0.0,Q9UJX2
0,0.0,0.5,0.0,0.18178598432599904,0.0,Q9UJX3
0,0.0,0.5,0.0,0.08581125793455908,0.0,Q9UJX4
29,0.30275229357798167,0.29277557134628296,16.147168145955252,0.11963265029069176,1.9317285199900622,Q9UJX5
8,0.04754601226993865,0.2258612960577011,5.092245791014321,0.09256752913171935,0.4713766106055934,Q9UJX6
11,0.30522088353413657,0.34145522117614746,5.556591220711929,0.11512495155560891,0.6397022950987826,Q9UK22
73,0.46439628482972134,0.5225328207015991,25.67181762515882,0.09825335737367738,2.522342271556599,Q9UK96
9,0.27439024390243905,0.4084871709346771,3.9758964133194037,0.08475498588099536,0.33697704437518616,Q9UK97
15,0.3022113022113022,0.28629180788993835,8.460993361332527,0.04758217998431996,0.4025925089650606,Q9UK99
6,0.052109181141439205,0.5099204182624817,2.1639140297073425,0.04370076829714621,0.09456470562718454,Q9UKA1
20,0.19428571428571428,0.16427230834960938,14.399416095767227,0.23257416747641327,3.348932210619528,Q9UKA2
0,0.022988505747126436,0.5,0.0,0.16057132771536134,0.0,Q9UBV8
16,0.16585365853658537,0.4857064485549927,6.056764975582221,0.12315294713438149,0.7459084568432506,Q9UBS8
20,0.11764705882352941,0.3275732696056366,10.387318990676082,0.049943836695565284,0.5187825633750702,Q9UBN7
6,0.058704453441295545,0.07772950083017349,5.136133030183538,0.14350851072700613,0.7370788020574248,Q9P203
2,0.07142857142857142,0.5,0.0,0.1559947875669532,0.0,Q9NYG5
28,0.47575757575757577,0.33128610253334045,14.434660665916521,0.2565230065858004,3.7028225530666976,Q9NYS7
30,0.4778761061946903,0.332258015871048,15.435674400227061,0.28254108333482464,4.361212167043774,Q9NZJ0
2,0.015957446808510637,0.5,0.0,0.12863884090646296,0.0,Q9NZS9
3,0.18857142857142858,0.5,0.0,0.18305478859961494,0.0,Q9P000
0,0.0,0.5,0.0,0.1635102410239709,0.0,Q9P086
4,0.10204081632653061,0.5,0.0,0.14796789480686573,0.0,Q9P0J7
2,0.09032258064516129,0.5,0.0,0.13807749684265846,0.0,Q9P0N8
3,0.07692307692307693,0.5,0.0,0.13708764098859924,0.0,Q9P0P0
0,0.0,0.5,0.0,0.09424884460167238,0.0,Q9P0U1
29,0.21604938271604937,1.120659351348877,3.0832280837965826,0.15251317414530194,0.4702329016737538,Q9P253
3,0.14792899408284024,0.5,0.0,0.1144262003915446,0.0,Q9UBI1
14,0.2542372881355932,0.4646993577480316,5.5270742903878975,0.10184422959754494,0.5629006230329529,Q9P275
2,0.09090909090909091,0.5,0.0,0.12592849378158827,0.0,Q9P2E8
11,0.05642633228840126,0.2893138527870178,6.167339633534707,0.05071495483700246,0.31277635097916795,Q9P2G1
27,0.23008849557522124,0.8207835555076599,5.22925988662349,0.1179353812269872,0.6167147582639332,Q9P2G9
29,0.27972027972027974,0.786139190196991,6.019579760104596,0.09729996262135426,0.5857048856544379,Q9P2J3
29,0.39294117647058824,0.7150210738182068,6.939666248375034,0.07145868635312258,0.4958994338379824,Q9P2K6
29,0.2844677137870855,0.7973222732543945,5.886439310153913,0.056944025025287164,0.33519754738723856,Q9P2N7
30,0.23283983849259757,0.3006954789161682,16.441463787439954,0.27815964669850773,4.573351758320606,Q9P2P5
5,0.15428571428571428,0.5,0.0,0.1708917062129678,0.0,Q9UBF1
3,0.1411764705882353,0.5,0.0,0.19083610086196506,0.0,Q9UBF6
28,0.37360178970917224,0.32982102036476135,14.477018621397413,0.15358338934570717,2.2234295874951315,Q9UKB1
4,0.09090909090909091,0.5,0.0,0.22419241486838162,0.0,Q9UKT4
6,0.2838709677419355,0.04120407998561859,5.5253760545351716,0.05938063965314812,0.3281003644424863,Q9NXV2
8,0.18382352941176472,0.4894794821739197,3.005616116233836,0.06633499410691314,0.19937752735801467,Q9UKT5
7,0.12396694214876033,0.34664779901504517,3.49948057740114,0.05684848762396702,0.19894017829470168,Q9Y314
4,0.12857142857142856,0.5,0.0,0.22637761521105362,0.0,Q9Y385
5,0.22115384615384615,0.5,0.0,0.10961842068908524,0.0,Q9Y3C5
0,0.0,0.5,0.0,0.14356128134667331,0.0,Q9Y3C7
8,0.2226148409893993,0.140642449259758,6.038506077312661,0.2901364617911848,1.751990787776062,Q9Y3I1
17,0.13131313131313133,0.25197455286979675,10.270382198754719,0.14493956346477535,1.4885847125039087,Q9Y4B4
29,0.202576112412178,0.3907449543476105,13.273982565508708,0.11424248359748938,1.5164527355134887,Q9Y4D8
20,0.22935779816513763,0.32135558128356934,10.517295694333493,0.29177081871003957,3.068639975351257,Q9Y4K3
6,0.2403846153846154,0.11530915647745132,4.76425490359161,0.2263839531436183,1.0785508588589368,Q9Y4L5
13,0.09534883720930233,0.3181140422821045,6.880706068378364,0.16033433389854537,1.103213424225124,Q9Y4X5
27,0.2692307692307692,0.769012987613678,5.799727251115978,0.09447653502023697,0.5479381347478813,Q9Y573
2,0.02962962962962963,0.5,0.0,0.09410886149468164,0.0,Q9Y574
0,0.0,0.5,0.0,0.16270512558008757,0.0,Q9Y575
1,0.012396694214876033,0.5,0.0,0.13307600807786685,0.0,Q9Y576
17,0.23039215686274508,0.4486941695213318,6.929758783453542,0.2417539517825826,1.6752965707999559,Q9Y577
34,0.4380165289256198,0.5897142291069031,10.453449988880168,0.12900045849747535,1.3484998414459703,Q9Y597
0,0.0,0.5,0.0,0.15458934513923447,0.0,Q9Y5U4
4,0.1415525114155251,0.5,0.0,0.07219854733667352,0.0,Q9Y5V3
3,0.16071428571428573,0.5,0.0,0.1654866870761343,0.0,Q9Y6G5
0,0.0,0.5,0.0,0.1484542989244384,0.0,Q9Y6H5
28,0.44537815126050423,0.3309071362018585,14.445605313843153,0.21139808624897563,3.0537733180544757,Q9Y6I7
