n_residues_total,n_residues_confident,confident_fraction,mean_plddt,compactness,hp_surf_frac,arom_surf_frac,max_hp_patch,n_hp_patches_5plus,pocket_density,max_pocket_cluster,pocket_cluster_per_100res,accession,Entry,intended_gene,gene_symbol,protac_validated,Length,n_lines_screened,mean_chronos,median_chronos,frac_essential,frac_strongly_essential,n_lines_expression,mean_log_tpm,median_log_tpm,frac_expressed,frac_high_expressed,mechanism_class,n_strands,beta_fraction,radial_cv,beta_radial_score,central_pore_score,propeller_score
283,251,0.8869257950530035,95.472390438247,1.394399100330278,0.3383458646616541,0.1052631578947368,8,3,0.2191235059760956,24,9.56175298804781,Q8NI29,Q8NI29,,FBXO27,False,283,1208.0,0.0946054505578617,0.0974516998283212,0.0041390728476821,0.0,1775.0,1.8499965101814089,1.6664339,0.6309859154929578,0.2518309859154929,,10,0.29880478087649404,0.3254657983779907,5.215596670731726,0.07132814150100143,0.3720188173421045
745,336,0.4510067114093959,89.64431547619047,1.7612915544604963,0.4170616113744075,0.1137440758293838,8,4,0.238095238095238,32,9.523809523809524,Q8TB52,Q8TB52,,FBXO30,False,745,1208.0,0.1247627407077042,0.1230051864247021,0.0,0.0,1775.0,2.907714398745916,2.910913,0.9938028169014084,0.4546478873239437,,16,0.20535714285714285,0.470456600189209,6.244340427215688,0.14675605315322215,0.9163947556432794
728,492,0.6758241758241759,88.25686991869918,1.3287755343369565,0.2954545454545454,0.1098484848484848,4,0,0.2215447154471544,24,4.878048780487805,Q8TBB1,Q8TBB1,,LNX1,False,728,1208.0,-0.0099494833645833,-0.0091811520243741,0.0024834437086092,0.0,1775.0,1.2686203465487322,0.9239516,0.4816901408450704,0.0771830985915493,,23,0.32113821138211385,0.42596492171287537,9.811590319356355,0.048540426427426994,0.4762587780327721
542,242,0.4464944649446494,84.39165289256198,1.988354668918884,0.4342857142857143,0.1314285714285714,37,2,0.1859504132231405,9,3.71900826446281,Q8TC41,Q8TC41,,RNF217,False,542,1208.0,-0.016068587550826,-0.0017964879828937,0.0033112582781456,0.0008278145695364,1775.0,2.083980802712676,2.2958934,0.7684507042253521,0.2490140845070422,,10,0.13636363636363635,0.4008611738681793,4.485557294736118,0.047511858677625265,0.21311716427789354
367,260,0.7084468664850136,88.56276923076923,1.3374011284555067,0.2972972972972973,0.1148648648648648,9,1,0.1846153846153846,7,2.6923076923076925,Q8TCJ0,Q8TCJ0,,FBXO25,False,367,1208.0,0.0129459192033272,0.0193191945613079,0.0033112582781456,0.0,1775.0,3.1136980433571835,3.1647606,0.9633802816901408,0.5757746478873239,,4,0.06923076923076923,0.5,0.0,0.15296131727980145,0.0
289,160,0.5536332179930796,90.629875,2.274504885028781,0.4351145038167939,0.1297709923664122,21,2,0.23125,8,5.0,Q8TCQ1,Q8TCQ1,,MARCHF1,False,289,1090.0,0.0467614723664375,0.053113906590867,0.0009174311926605,0.0,1775.0,1.4842986815622534,1.3367633,0.663661971830986,0.0692957746478873,,2,0.0875,0.5,0.0,0.08517897697765127,0.0
740,550,0.7432432432432432,89.12689090909092,1.5814113361950592,0.2586206896551724,0.0775862068965517,6,2,0.1636363636363636,11,2.0,Q8TDB6,Q8TDB6,,DTX3L,False,740,1208.0,0.001494825384399,0.0007429831482538,0.0016556291390728,0.0,1775.0,3.58392474638986,3.721996,0.951549295774648,0.7284507042253521,,27,0.30363636363636365,0.2796359360218048,15.433878472009669,0.37476379163411716,5.784058815790518
546,425,0.7783882783882784,94.23098823529412,1.038420501205794,0.2628571428571428,0.12,5,1,0.1694117647058823,21,4.941176470588235,Q8TEB1,Q8TEB1,,DCAF11,False,546,1208.0,-0.0007394680224572,-0.0005215568784342,0.0016556291390728,0.0,1775.0,5.171103058647888,5.1726913,1.0,0.992112676056338,,28,0.36705882352941177,0.32023733854293823,14.757181314588347,0.21682201472065504,3.1996817842270504
428,278,0.6495327102803738,92.95424460431654,3.087256555197203,0.3932584269662921,0.1235955056179775,22,1,0.1762589928057553,18,6.474820143884892,Q8TEB7,Q8TEB7,,RNF128,False,428,1208.0,-0.0009660535920232,-0.0001540110254724,0.0016556291390728,0.0,1775.0,1.6479788379160565,0.48887384,0.4230985915492958,0.2591549295774648,,10,0.23741007194244604,0.4353216886520386,4.186820920199723,0.17742938943682313,0.7428650795523547
729,251,0.3443072702331962,89.92972111553783,1.5374271973115343,0.3696969696969697,0.0787878787878787,8,4,0.2350597609561753,16,6.374501992031872,Q8TEC5,Q8TEC5,,SH3RF2,False,729,1208.0,-0.1183081829312008,-0.122176341161973,0.0041390728476821,0.0,1775.0,1.998421919508169,1.9272972,0.6270422535211267,0.323943661971831,,15,0.3386454183266932,0.19733381271362305,10.108559858698321,0.3714468105782339,3.754792319052654
882,310,0.3514739229024943,91.3921935483871,1.534210197995617,0.3152709359605911,0.0886699507389162,9,2,0.2354838709677419,16,5.161290322580645,Q8TEJ3,Q8TEJ3,,SH3RF3,False,882,74.0,0.0198333547985306,0.0426820099865369,0.0,0.0,1775.0,1.0022608556850705,0.5612284,0.4045070422535211,0.060281690140845,,20,0.3580645161290323,0.21976886689662933,12.886684123584187,0.31883731474397076,4.108755761917342
375,180,0.48,83.27194444444444,2.2569940096264123,0.1958041958041958,0.1328671328671328,5,2,0.1555555555555555,5,2.7777777777777777,Q8NE65,Q8NE65,,ZNF738,False,375,70.0,-0.046318273582673,-0.0134603730981857,0.0428571428571428,0.0,1775.0,3.5183704832794365,3.740906,0.8991549295774648,0.6946478873239437,,0,0.11666666666666667,0.5,0.0,0.3374258943288118,0.0
227,85,0.3744493392070485,93.03411764705884,1.6179352511026812,0.3870967741935484,0.064516129032258,5,1,0.188235294117647,4,4.705882352941177,Q8ND25,Q8ND25,,ZNRF1,False,227,1208.0,0.1114426858571077,0.1120613810165624,0.0,0.0,1775.0,4.216394662569014,4.2289186,0.9971830985915492,0.9059154929577464,,3,0.2235294117647059,0.5,0.0,0.30180551074379286,0.0
703,318,0.4523470839260313,91.46490566037735,3.652586978461184,0.3307984790874524,0.0418250950570342,6,4,0.1320754716981132,11,3.459119496855346,Q8ND24,Q8ND24,,RNF214,False,703,1208.0,-0.0642818918021296,-0.0637569857899003,0.0041390728476821,0.0,1775.0,3.752516218422535,3.8062518,1.0,0.8664788732394366,,0,0.0,0.5,0.0,0.14089192543194673,0.0
418,294,0.7033492822966507,91.74272108843536,1.620470227951199,0.3043478260869565,0.062111801242236,8,2,0.2040816326530612,22,7.482993197278912,Q8NCT1,Q8NCT1,,ARRDC4,False,418,1208.0,0.0480138177882337,0.0461168061074623,0.0008278145695364,0.0,1775.0,2.5783776395323943,2.6063476,0.8298591549295775,0.4073239436619718,,19,0.5918367346938775,0.3810388743877411,8.86721910621576,0.11093821067672327,0.9837134213220298
247,142,0.5748987854251012,86.79281690140844,1.9906828195297808,0.4954954954954955,0.1441441441441441,40,1,0.1901408450704225,8,5.633802816901409,Q8N6D2,Q8N6D2,,RNF182,False,247,1208.0,0.0134878825140231,0.0152518130432733,0.0,0.0,1775.0,1.6384968592214084,0.84166324,0.4754929577464789,0.2529577464788732,,4,0.08450704225352113,0.5,0.0,0.25761638664380637,0.0
132,41,0.3106060606060606,83.67317073170732,2.4615719749404685,0.6341463414634146,0.073170731707317,14,2,0.1707317073170731,4,9.75609756097561,Q8N726,Q8N726,,CDKN2A,False,132,1208.0,0.1596920379123878,0.1537704774449231,0.0024834437086092,0.0,1775.0,4.166308126625916,4.7822776,0.7132394366197183,0.6304225352112676,,2,0.4634146341463415,0.5,0.0,0.4829918130799312,0.0
406,392,0.9655172413793104,95.2615051020408,1.0768166242684205,0.3195876288659793,0.0721649484536082,7,2,0.2193877551020408,32,8.16326530612245,Q8N7A1,Q8N7A1,,KLHDC1,False,406,1208.0,-0.0651352463074268,-0.0666848631198849,0.0008278145695364,0.0,1775.0,0.9054315753425352,0.8057803,0.3909859154929577,0.0005633802816901,,27,0.39285714285714285,0.3233157992362976,14.142794439966607,0.15493457353162077,2.191207825101604
437,373,0.8535469107551488,92.80075067024129,1.7959592184962516,0.2697674418604651,0.0837209302325581,8,2,0.1903485254691689,14,3.753351206434316,Q8N7C3,Q8N7C3,,TRIML2,False,437,1208.0,0.096497823790051,0.096268013658274,0.0,0.0,1775.0,0.644720033630986,0.08483849,0.1853521126760563,0.08,,15,0.2386058981233244,0.6881834268569946,3.787413557179942,0.17357758623223962,0.6574101033185548
305,254,0.8327868852459016,92.67161417322836,3.019618376391484,0.3575757575757576,0.1515151515151515,19,1,0.1889763779527559,14,5.511811023622047,Q8N7C7,Q8N7C7,,RNF148,False,305,1208.0,0.0652380496872222,0.0627850359454967,0.0008278145695364,0.0,1775.0,0.1866450231070422,0.055178992,0.0332394366197183,0.0011267605633802,,10,0.27165354330708663,0.4342498779296875,4.195805505643974,0.14219187938302646,0.5966094703731663
425,100,0.2352941176470588,91.2399,1.5262621879577636,0.4,0.1,10,2,0.22,12,12.0,Q8N7E2,Q8N7E2,,CBLL2,False,425,1208.0,0.0176848525262304,0.0191201326951951,0.0,0.0,1775.0,0.0029671232264788,0.0,0.0,0.0,,3,0.19,0.5,0.0,0.21892847793025316,0.0
531,271,0.5103578154425612,84.85771217712177,1.9051395120994492,0.4241071428571428,0.1071428571428571,25,5,0.1955719557195571,39,14.391143911439114,Q8N7H5,Q8N7H5,,PAF1,False,531,1208.0,-0.8316039756375474,-0.817463853787813,0.9329470198675496,0.2218543046357615,1775.0,5.254794372112676,5.2810493,1.0,0.9983098591549296,,9,0.2177121771217712,0.3316136300563812,4.636674085136252,0.15186850026294865,0.7041647395177221
425,294,0.691764705882353,90.16095238095238,1.3872913899106158,0.297752808988764,0.0505617977528089,8,2,0.2108843537414966,22,7.482993197278912,Q8N806,Q8N806,,UBR7,False,425,1208.0,0.055457292142748,0.0533170337899537,0.0,0.0,1775.0,4.718722139380281,4.7354574,1.0,0.9808450704225352,,6,0.11224489795918367,0.31647053360939026,3.186166283340406,0.05800564385121896,0.18481562668220558
203,101,0.4975369458128079,86.94009900990098,1.8676801068662765,0.48,0.1066666666666666,17,1,0.1782178217821782,6,5.9405940594059405,Q8N8N0,Q8N8N0,,RNF152,False,203,1208.0,-0.0583636058909778,-0.0514268901334674,0.0033112582781456,0.0,1775.0,0.949287169978028,0.5518359,0.363943661971831,0.056338028169014,,4,0.1188118811881188,0.5,0.0,0.19572511464024042,0.0
1025,749,0.7307317073170732,88.63508678237652,1.3438178209932432,0.265625,0.075,5,1,0.2136181575433912,29,3.871829105473965,Q8N961,Q8N961,,ABTB2,False,1025,1208.0,0.0464102169547413,0.0473985140666987,0.0008278145695364,0.0,1775.0,2.088618866586479,2.1180375,0.819718309859155,0.2033802816901408,,3,0.02403204272363151,0.5,0.0,0.04664527463773875,0.0
347,273,0.7867435158501441,91.23820512820512,1.5101930404477468,0.375,0.0416666666666666,13,4,0.1538461538461538,12,4.395604395604396,Q8N9I9,Q8N9I9,,DTX3,False,347,1208.0,-0.1390457112082394,-0.1349599329119082,0.0074503311258278,0.0016556291390728,1775.0,3.3459865874050707,3.7594116,0.819718309859155,0.6512676056338028,,10,0.2271062271062271,0.4603479206562042,3.9824183153006154,0.12554035342905606,0.49995420280518527
468,415,0.8867521367521367,91.70636144578312,1.847567977780465,0.3103448275862069,0.0551724137931034,9,4,0.144578313253012,10,2.409638554216868,Q8N9V2,Q8N9V2,,TRIML1,False,468,1208.0,0.0947651459946869,0.0946077779063096,0.0,0.0,1775.0,0.0312606039611267,0.0,0.0033802816901408,0.0022535211267605,,14,0.1927710843373494,0.7359269857406616,3.2129944672194513,0.05466163538066733,0.17562753204725115
476,435,0.9138655462184874,92.12337931034484,1.36235752041632,0.287037037037037,0.0694444444444444,6,2,0.2091954022988505,30,6.896551724137931,Q8N9V3,Q8N9V3,,WDSUB1,False,476,1208.0,-0.0018052631714385,0.0059296565639428,0.0024834437086092,0.0,1775.0,3.2075948845560567,3.2340858,0.9966197183098592,0.6501408450704226,,27,0.42298850574712643,0.6170839667320251,7.859075137556578,0.10418029248782175,0.8187607465144123
808,168,0.2079207920792079,86.88297619047619,2.3790512911826527,0.3611111111111111,0.0972222222222222,17,2,0.1666666666666666,18,10.714285714285714,Q8NA82,Q8NA82,,MARCHF10,False,808,1090.0,-0.0621879684966973,-0.0601661971075094,0.0,0.0,1775.0,0.3124168947335211,0.08125099,0.0861971830985915,0.0101408450704225,,0,0.023809523809523808,0.5,0.0,0.1810259260300192,0.0
344,212,0.6162790697674418,91.98028301886794,1.31759567274601,0.25,0.0648148148148148,4,0,0.1839622641509433,10,4.716981132075472,Q8NAA5,Q8NAA5,,LRRC75A,False,344,1208.0,-0.1058969111869937,-0.1042814235235434,0.0074503311258278,0.0,1775.0,2.134111715018592,2.0633166,0.8112676056338028,0.2349295774647887,,4,0.05660377358490566,0.5,0.0,0.08256262448441606,0.0
612,574,0.937908496732026,92.76160278745644,1.3076328050485957,0.2678571428571428,0.1214285714285714,7,2,0.2020905923344947,23,4.006968641114982,Q8NAB2,Q8NAB2,,KBTBD3,False,612,1208.0,-0.0907257664043709,-0.0832284560745549,0.0066225165562913,0.0008278145695364,1775.0,2.119565006653521,2.0830636,0.9645070422535212,0.0884507042253521,,28,0.2735191637630662,0.7060081362724304,6.822242551202154,0.2134497617684962,1.4562060472809977
558,525,0.9408602150537636,91.97980952380952,1.2073327820869428,0.3359375,0.11328125,8,2,0.238095238095238,30,5.714285714285714,Q8NBE8,Q8NBE8,,KLHL23,False,558,,,,,,1775.0,3.508128150039437,3.6021242,0.9487323943661972,0.6867605633802817,,27,0.30666666666666664,0.6445066332817078,7.439648472738386,0.13844960673021625,1.0300164052616836
344,214,0.622093023255814,83.57523364485981,2.072966031300985,0.5307692307692308,0.1538461538461538,12,6,0.2663551401869158,45,21.02803738317757,Q8NBM4,Q8NBM4,,UBAC2,False,344,1208.0,0.0601241857022358,0.0570218541128993,0.0008278145695364,0.0,1775.0,5.306601075661972,5.3300276,1.0,0.9954929577464788,,0,0.009345794392523364,0.5,0.0,0.1280001586826727,0.0
400,247,0.6175,89.80846153846153,3.2272902800737744,0.4585987261146497,0.1210191082802547,25,3,0.2186234817813765,26,10.526315789473683,Q8NC42,Q8NC42,,RNF149,False,400,1208.0,-0.0315137313973563,-0.0386850418319235,0.0049668874172185,0.0,1775.0,4.7249915090394365,4.7843943,0.9898591549295774,0.9723943661971832,,11,0.29959514170040485,0.5092738270759583,3.9723093214687886,0.10792700292005859,0.4287194397375379
237,204,0.8607594936708861,92.473137254902,2.095350905309354,0.2913385826771653,0.1102362204724409,9,1,0.1911764705882352,10,4.901960784313726,Q8NC69,Q8NC69,,KCTD6,False,237,1208.0,0.0107123863447935,0.0125123188069201,0.0016556291390728,0.0,1775.0,3.251174779385916,3.232056,0.9949295774647888,0.6309859154929578,,6,0.3480392156862745,0.09026137739419937,5.009002104101902,0.19097766316518486,0.9566075166308753
708,159,0.2245762711864407,82.63937106918239,2.8074816935220746,0.3310810810810811,0.0337837837837837,10,3,0.0754716981132075,3,1.8867924528301887,Q8NCN4,Q8NCN4,,RNF169,False,708,1208.0,-0.1120236882087162,-0.1081619829703661,0.0115894039735099,0.0008278145695364,1775.0,2.7311497922929573,2.7516308,0.9791549295774647,0.3583098591549296,,1,0.018867924528301886,0.5,0.0,0.46450732991020854,0.0
570,192,0.3368421052631579,84.21192708333334,2.080426157789316,0.2619047619047619,0.1031746031746031,5,1,0.2135416666666666,14,7.291666666666667,Q8NCP5,Q8NCP5,,ZBTB44,False,570,1208.0,0.0672462438095924,0.0693509874111933,0.0024834437086092,0.0,1775.0,3.639387928676056,3.6168869,1.0,0.7701408450704226,,4,0.16145833333333334,0.5,0.0,0.3252051608760538,0.0
510,385,0.7549019607843137,88.77771428571428,1.2551011806303238,0.3384615384615385,0.1282051282051282,8,4,0.2051948051948052,23,5.974025974025974,Q8NCQ5,Q8NCQ5,,FBXO15,False,510,1208.0,0.0628145772200093,0.0625167780791843,0.0008278145695364,0.0,1775.0,0.6242907328107042,0.46084213,0.1887323943661971,0.0045070422535211,,19,0.4155844155844156,0.3015923500061035,10.394265700727601,0.08562699313358392,0.8900297177848492
797,637,0.7992471769134254,92.0693092621664,1.2565277055768151,0.2669039145907473,0.0747330960854092,7,6,0.1695447409733124,15,2.354788069073784,Q8TEL6,Q8TEL6,,TRPC4AP,False,797,1208.0,0.0350158270488418,0.0438375874571693,0.0041390728476821,0.0,1775.0,5.196615911774648,5.21968,1.0,0.9977464788732394,,0,0.0,0.5,0.0,0.23743504962168888,0.0
875,490,0.56,91.51610204081632,1.866844976649228,0.3611111111111111,0.0586419753086419,21,5,0.1612244897959183,23,4.6938775510204085,Q8TF61,Q8TF61,,FBXO41,False,875,1208.0,-0.1467190277905507,-0.1455468006222125,0.0173841059602649,0.0,1775.0,2.404489917488451,2.3903127,0.8743661971830986,0.3025352112676056,,10,0.11224489795918367,0.34168824553489685,5.049092892596212,0.056760205946056234,0.28658755242452977
664,542,0.8162650602409639,87.47843173431734,1.5292444311532511,0.575,0.2222222222222222,31,16,0.3302583025830258,146,26.937269372693727,Q8WU17,Q8WU17,,RNF139,False,664,1208.0,-0.1579112232890256,-0.1493359497146631,0.0190397350993377,0.0016556291390728,1775.0,4.67712193256338,4.6466985,1.0,0.9943661971830986,,1,0.012915129151291513,0.5,0.0,0.0898846013662522,0.0
427,354,0.8290398126463701,93.46257062146891,1.0492010835981307,0.3647798742138364,0.1132075471698113,7,2,0.1864406779661017,30,8.47457627118644,Q92466,Q92466,,DDB2,False,427,1208.0,-0.0772742874456368,-0.0764761756304089,0.0049668874172185,0.0,1775.0,4.771502644225352,4.7783556,1.0,0.9594366197183098,,27,0.4689265536723164,0.3169972896575928,14.322651237640962,0.2647678411079482,3.7921774471322798
292,206,0.7054794520547946,95.41665048543686,1.3906299958573294,0.2053571428571428,0.0714285714285714,4,0,0.1650485436893204,12,5.825242718446602,Q92564,Q92564,,DCUN1D4,False,292,1208.0,0.0125484356281099,0.0043253776271008,0.0057947019867549,0.0,1775.0,4.598037295397184,4.6819158,0.9977464788732394,0.9633802816901408,,2,0.04854368932038835,0.5,0.0,0.15182289818489458,0.0
1164,551,0.4733676975945017,89.46974591651544,2.4998418212108344,0.3529411764705882,0.08,19,11,0.1252268602540834,7,1.2704174228675136,Q92574,Q92574,,TSC1,False,1164,1208.0,0.0279897187500177,0.0299389363685072,0.091887417218543,0.0057947019867549,1775.0,3.891220187211267,3.921817,1.0,0.9312676056338028,,0,0.0,0.5,0.0,0.045470927251518835,0.0
585,565,0.9658119658119658,95.14985840707963,1.1085695381799,0.2673992673992674,0.1245421245421245,5,1,0.2176991150442478,31,5.486725663716814,Q92624,Q92624,,APPBP2,False,585,1208.0,-0.0149566524277307,-0.0127229542167839,0.0066225165562913,0.0,1775.0,3.869633120056338,3.9208934,0.99943661971831,0.887887323943662,,0,0.0,0.5,0.0,0.242248870790031,0.0
601,387,0.6439267886855241,97.10865633074935,1.2459456175933967,0.2824858757062147,0.1129943502824858,5,1,0.2041343669250646,24,6.2015503875969,Q92630,Q92630,,DYRK2,False,601,1208.0,-0.0752937026012146,-0.0677209784109828,0.0033112582781456,0.0,1775.0,3.6986523888450704,3.6885386,1.0,0.8045070422535211,,9,0.15503875968992248,0.5464197993278503,3.0173681522855835,0.16037211562192616,0.4839017141922613
1020,363,0.3558823529411765,96.62085399449036,0.9863151858321147,0.2913907284768212,0.086092715231788,5,1,0.1900826446280991,36,9.917355371900827,Q92834,Q92834,,RPGR,False,1020,1208.0,0.0673789559583578,0.0648595959088009,0.0,0.0,1775.0,2.7258210316980285,2.699374,0.992676056338028,0.3571830985915493,,27,0.45179063360881544,0.26408207416534424,15.921536947323013,0.32911971862965217,5.240091760254561
594,521,0.877104377104377,93.20637236084454,1.5461535376868174,0.2648221343873518,0.075098814229249,4,0,0.182341650671785,16,3.071017274472169,Q92990,Q92990,,GLMN,False,594,1208.0,-0.3783654033166482,-0.3519815287880208,0.2922185430463576,0.015728476821192,1775.0,3.731462396828169,3.7354896,0.99943661971831,0.8456338028169014,,0,0.0,0.5,0.0,0.08185950665223239,0.0
2554,2086,0.8167580266249022,87.36086768935763,1.1054452572935936,0.2663101604278075,0.0834224598930481,6,4,0.2003835091083413,37,1.7737296260786195,Q93008,Q93008,,USP9X,False,2554,1208.0,-0.6926996497053004,-0.6865133879690861,0.6879139072847682,0.2127483443708609,1775.0,4.9514571803380285,5.00105,1.0,0.9830985915492958,,23,0.07670182166826463,0.4851568341255188,8.71617546003851,0.2290965844671714,1.996846027511399
780,731,0.9371794871794872,91.76199726402189,1.716575357162401,0.2473958333333333,0.0520833333333333,5,1,0.2079343365253078,39,5.33515731874145,Q93034,Q93034,,CUL5,False,780,1208.0,0.1995011889016383,0.2014211490079352,0.0008278145695364,0.0,1775.0,3.7207753189577466,3.7854354,0.9988732394366198,0.8676056338028169,,10,0.06429548563611491,0.3957272171974182,4.53185187596509,0.09765114450213662,0.442540522402146
2177,1147,0.5268718419843822,86.83691368788143,1.4391462108077246,0.257201646090535,0.0658436213991769,7,4,0.1996512641673932,20,1.7436791630340016,Q93074,Q93074,,MED12,False,2177,1208.0,-0.5562145703523845,-0.5711424040658898,0.570364238410596,0.1647350993377483,1775.0,3.6706277986140847,3.6912103,0.9966197183098592,0.7892957746478874,,1,0.0034873583260680036,0.5,0.0,0.10022736279361595,0.0
707,475,0.6718528995756718,95.76825263157896,1.4621329729747954,0.2839506172839506,0.0823045267489712,12,3,0.1705263157894737,12,2.526315789473684,Q969H0,Q969H0,,FBXW7,False,707,1208.0,-0.0054842155872692,0.0110316873788628,0.0471854304635761,0.0049668874172185,1775.0,3.6757301710760566,3.6134374,0.99943661971831,0.811830985915493,,32,0.3936842105263158,0.3007969558238983,17.534002419438558,0.09372068521508242,1.6432987213126946
372,203,0.5456989247311828,92.71108374384238,1.889918425606915,0.2992700729927007,0.0802919708029197,7,1,0.1773399014778325,12,5.911330049261084,Q969K3,Q969K3,,RNF34,False,372,1208.0,-0.0480536200109852,-0.0453394362236321,0.0066225165562913,0.0,1775.0,5.07241721143662,5.0802865,1.0,0.9966197183098592,,4,0.08866995073891626,0.5,0.0,0.2455127209461766,0.0
478,436,0.9121338912133892,89.90107798165137,1.2827156821329146,0.2987012987012987,0.0779220779220779,5,4,0.2110091743119266,14,3.211009174311927,Q969K4,Q969K4,,ABTB1,False,478,1208.0,0.0576000587962115,0.0568142134516066,0.0,0.0,1775.0,3.38995494659155,3.4008534,0.9892957746478872,0.6580281690140845,,8,0.08256880733944955,0.2670023441314697,4.6900200308391184,0.16937143696641074,0.7943554320244716
185,157,0.8486486486486486,96.78019108280256,1.2802011538838027,0.2659574468085106,0.0744680851063829,7,2,0.1847133757961783,7,4.45859872611465,Q969M7,Q969M7,,UBE2F,False,185,1208.0,0.0210622655020493,0.0221753797942542,0.0273178807947019,0.0016556291390728,1775.0,5.352570615830986,5.3892536,1.0,0.9977464788732394,,4,0.12738853503184713,0.5,0.0,0.19710174278189008,0.0
355,266,0.7492957746478873,91.02992481203007,1.4257008785180132,0.3109756097560975,0.1036585365853658,9,1,0.1654135338345864,6,2.255639097744361,Q969P5,Q969P5,,FBXO32,False,355,1208.0,0.1169488056202197,0.1163514806935345,0.0,0.0,1775.0,3.3864532725476053,3.162682,0.8845070422535212,0.5307042253521127,,4,0.07142857142857142,0.5,0.0,0.1810764958121766,0.0
353,286,0.8101983002832861,91.2137062937063,3.2498984389108894,0.3813559322033898,0.0805084745762711,12,6,0.1818181818181818,10,3.4965034965034967,Q969Q1,Q969Q1,,TRIM63,False,353,1208.0,0.089844024438061,0.0860872474044926,0.0,0.0,1775.0,0.3460964275853521,0.01571022,0.0692957746478873,0.0467605633802816,,7,0.07342657342657342,0.17981506884098053,4.885540925863684,0.16321757831843414,0.7974061586950711
207,151,0.7294685990338164,97.25264900662252,1.3232770175318105,0.3214285714285714,0.0595238095238095,5,2,0.2317880794701986,27,17.880794701986755,Q969T4,Q969T4,,UBE2E3,False,207,1208.0,-0.1878424290644012,-0.1834779911241691,0.0190397350993377,0.0,1775.0,6.094628623926196,6.184201,0.9904225352112676,0.983661971830986,,4,0.152317880794702,0.5,0.0,0.26662150029072873,0.0
566,456,0.8056537102473498,92.47423245614036,1.148697431200945,0.3857868020304568,0.116751269035533,8,4,0.219298245614035,23,5.043859649122807,Q969U6,Q969U6,,FBXW5,False,566,1208.0,-0.0352749963416245,-0.0362769266518337,0.0,0.0,1775.0,5.1988706051831,5.297316,1.0,0.9938028169014084,,26,0.4144736842105263,0.2672007083892822,15.23651913938244,0.11269136037882123,1.7170240692549537
352,336,0.9545454545454546,91.41261904761905,2.314967923196116,0.3684210526315789,0.1140350877192982,24,4,0.2172619047619047,33,9.821428571428571,Q969V5,Q969V5,,MUL1,False,352,1208.0,-0.0199186573656627,-0.0107520583597251,0.009933774834437,0.0,1775.0,4.098015589397183,4.1266093,0.9977464788732394,0.956056338028169,,14,0.32142857142857145,0.5933818221092224,4.272903981363172,0.13519697474467432,0.5776836916547752
273,243,0.8901098901098901,94.3037037037037,1.2154522396402248,0.4065040650406504,0.073170731707317,7,2,0.1893004115226337,16,6.584362139917696,Q96A44,Q96A44,,SPSB4,False,273,1208.0,0.0604894568046708,0.0622773971324882,0.0008278145695364,0.0,1775.0,0.5042087142461972,0.02589061,0.1605633802816901,0.0546478873239436,,15,0.35390946502057613,0.36171653866767883,7.276260944674581,0.09808708811905865,0.7137072484575606
297,147,0.494949494949495,87.95442176870748,2.1199583343115846,0.3454545454545454,0.0636363636363636,13,2,0.1700680272108843,11,7.482993197278912,Q96A61,Q96A61,,TRIM52,False,297,1208.0,-0.0249539400566266,-0.0195386175777772,0.0033112582781456,0.0,1775.0,3.388551886360564,3.4616463,0.9977464788732394,0.6794366197183098,,5,0.16326530612244897,0.5,0.0,0.11963316001165417,0.0
955,850,0.8900523560209425,90.32543529411764,1.2238416527681792,0.2879120879120879,0.0615384615384615,8,7,0.1894117647058823,19,2.235294117647059,Q96AX9,Q96AX9,,MIB2,False,955,1208.0,-0.119007629982624,-0.114657068713819,0.009933774834437,0.0,1775.0,4.034041509560564,4.144805,0.9966197183098592,0.8157746478873239,,31,0.1811764705882353,0.4566286504268646,12.437671652946655,0.032460871399140785,0.40373766003104017
151,130,0.8609271523178808,91.7356153846154,1.2626031812888334,0.25,0.0394736842105263,4,0,0.2230769230769231,10,7.6923076923076925,Q96B02,Q96B02,,UBE2W,False,151,383.0,0.0174774895394379,0.0242527283272455,0.0261096605744125,0.0,1775.0,4.279039778647888,4.304679,1.0,0.943661971830986,,4,0.17692307692307693,0.5,0.0,0.32525926867949406,0.0
404,36,0.0891089108910891,82.38055555555553,4.07702096303304,0.3333333333333333,0.0277777777777777,3,0,0.0555555555555555,0,0.0,Q96B23,Q96B23,,ARK2N,False,404,1208.0,-0.0024343607820812,0.0034318094072249,0.0024834437086092,0.0,1775.0,3.695367342197183,3.7043962,0.9988732394366198,0.8585915492957746,,0,0.0,0.5,0.0,0.12218282624238504,0.0
710,360,0.5070422535211268,86.01175,2.0458518882444308,0.3035714285714285,0.0642857142857142,10,4,0.1333333333333333,9,2.5,Q92541,Q92541,,RTF1,False,710,1208.0,-0.6659334151563361,-0.661581438705436,0.8013245033112583,0.0678807947019867,1775.0,4.501199305239437,4.5403867,1.0,0.984225352112676,,4,0.13055555555555556,0.5,0.0,0.27369159723296277,0.0
363,205,0.5647382920110193,92.2878536585366,1.5148766987234406,0.2846153846153846,0.0692307692307692,5,1,0.1853658536585365,12,5.853658536585367,Q8WZ73,Q8WZ73,,RFFL,False,363,1208.0,-0.245039319453706,-0.2365692612685237,0.0720198675496688,0.0,1775.0,3.5015424607887327,3.4664574,0.9988732394366198,0.6907042253521126,,5,0.09268292682926829,0.5,0.0,0.2193870639175413,0.0
